Ra_D,Nu
17002.0676040846,10.9647819614319
35265.3732544548,18.4077200146896
77344.3049028469,24.6888010490621
112975.359180541,31.0813590273948
158420.217810099,34.4746606573149
188167.056658782,37.3680125382116
206235.247023251,38.4591782045354
