Ra_D,Nu
231.345559722327,2.83923912134579
439.148783309826,4.20701177361498
827.038587697271,5.48171252333878
1372.32521994789,7.47417424631753
1974.8433234024,8.18412182367408
2731.65668872031,9.23670857187386
