Ra_D,Nu
46.5394463476684,1.06379546068778
53.3029319481763,1.09222855844019
54.7164776900027,1.14493101975865
57.0445165224188,1.10383779382341
61.6999883048529,1.22574215346228
65.0062368948996,1.24523620254727
74.4593278301232,1.3331609524205
80.1248679448186,1.55988319498196
87.5617342632808,1.61829688145852
100.285920594158,1.6528812791216
105.120386091549,1.76933435216758
