Ra_D,Nu
75732.9108855648,33.1131121482591
120535.059881906,41.9275996684605
189679.758738861,54.0132114764635
258712.070394482,69.1830970918937
402290.007188273,82.2242649947071
548013.938312181,86.0993752184601
746631.073587543,92.2571427154763
