Ra_D,Nu
43.4892350255709,1.0115794542599
51.6811407734013,1.18850222743702
86.1887971356553,1.75792361395869
119.633643164603,2.38506379546511
152.39368288141,3.1988951096914
197.230147067908,3.48738584135218
234.373279702889,4.07380277804113
261.333139498541,4.21696503428582
305.320060866928,5.06990708274704
364.730582988349,5.49540873857625
431.100340248429,6.79986045003322
561.256907453793,7.67361489361819
667.193395650104,9.49510999202198
