Ra_D,Nu
48.2780360907935,1.15673749031514
88.5637855681946,2.67405896907409
159.043556453514,4.93627524728078
168.419310897076,4.66067292869128
258.493476730996,6.48458593185985
268.197619742325,7.74735924024501
386.564064555979,9.50641515091458
587.090438761777,12.5523118571489
850.614936546027,15.3221092010201
1404.16009113895,19.0029591950783
1951.46908619736,24.4402658190349
