Ra_D,Nu
22.5272097044482,1
37.0512429649427,1
43.73711165283,1.00577306300174
58.5499733107157,1.00577306300174
67.2196542359043,1.14815362149688
82.2194449279426,1.40442968357795
97.1391806950742,1.62181009735893
121.521432753047,1.87283708301755
148.564077384252,2.11348903983665
177.504051922822,2.35776219596125
232.4709038044,2.75422870333817
11.0207210503057,0.994260073952957
